Identifier	Character	Dialogue	Filename	Line Number	Ren'Py Script	Language
beggar_frog_6cc26683	h	Make an effort, if you please!	game/tl/English/chapter/beggar_frog.rpy	1167	"h ""[what]"""	EN
beggar_frog_fdde20b9		The two boys hugged each other tighter and merged into an embrace, then a passionate French kiss.	game/tl/English/chapter/beggar_frog.rpy	1173	[what]	EN
beggar_frog_60909017	h	Much better now!	game/tl/English/chapter/beggar_frog.rpy	1179	"h desire ""[what]"""	EN
beggar_frog_135c8ec5		Timothy's fingers gently explored Christopher's cock while his fingers in turn ventured into the inside of Timothy's pants.	game/tl/English/chapter/beggar_frog.rpy	1185	[what]	EN
beggar_frog_7c56bf30	h	Yes, very good.	game/tl/English/chapter/beggar_frog.rpy	1225	"h desire ""[what]"""	EN
beggar_frog_4cedc99f	h	Drop your pants!	game/tl/English/chapter/beggar_frog.rpy	1197	"h ""[what]"""	FR
beggar_frog_b0d339ba		Still kissing, the beggar opened the servant's trousers and let them slide to the ground. Timothy deftly stepped out of them and kicked them aside.	game/tl/English/chapter/beggar_frog.rpy	1231	[what]	EN
beggar_frog_11d2b879		The handsome servant was evidently experienced in these things.	game/tl/English/chapter/beggar_frog.rpy	1237	[what]	EN
beggar_frog_711fca65		He broke away from their kiss, which had now become very passionate.	game/tl/English/chapter/beggar_frog.rpy	1243	[what]	EN
beggar_frog_41ec5247		The beggar watched with some amazement and fascination as the servant rubbed some cooking grease on his fingertips.	game/tl/English/chapter/beggar_frog.rpy	1249	[what]	EN
beggar_frog_ec20ad94		Then he starts to grease his bottom. His greasy fingers gliding smoothly in and out of his rear.	game/tl/English/chapter/beggar_frog.rpy	1255	[what]	EN
beggar_frog_2091972b		Christopher watched him with mounting excitement.	game/tl/English/chapter/beggar_frog.rpy	1261	[what]	EN
beggar_frog_9a39e212		With a wink, Timothy turned around and pressed his body back against Christopher.	game/tl/English/chapter/beggar_frog.rpy	1267	[what]	EN
beggar_frog_3060c6ef		Christopher reached around and gently groped Timothy's cock as he hugged him tighter in a gentle embrace.	game/tl/English/chapter/beggar_frog.rpy	1273	[what]	EN
beggar_frog_8ea87527	h	Wonderful! Now take him. Show me how you would take the prince, if he were here.	game/tl/English/chapter/beggar_frog.rpy	1279	"h desire ""[what]"""	EN
beggar_frog_548eadc9		Passion had now fully taken possession of Christopher, who was starting to operate on sexual instinct.	game/tl/English/chapter/beggar_frog.rpy	1285	[what]	EN
beggar_frog_4b3b05f7		They didn't even make it to the comfy bed.	game/tl/English/chapter/beggar_frog.rpy	1291	[what]	EN
beggar_frog_12ec75a7		Even as they stood entwined in that embrace, Christopher felt himself penetrating Timothy.	game/tl/English/chapter/beggar_frog.rpy	1297	[what]	EN
beggar_frog_8207a306	t	Oh!	game/tl/English/chapter/beggar_frog.rpy	1303	"t oh ""[what]"""	EN
beggar_frog_dced9f6d		Driven by excitement, his heart pounding with adrenaline, Christopher forced the servant to bend forward, onto the chest.	game/tl/English/chapter/beggar_frog.rpy	1309	[what]	EN
beggar_frog_65fd1203	t	Be careful, not so fast!	game/tl/English/chapter/beggar_frog.rpy	1315	"t oh ""[what]"""	EN
beggar_frog_0fa9fd16		With each thrust, Christopher penetrated a little deeper into the servant, whose insides gripped that cock tighter than a fist.	game/tl/English/chapter/beggar_frog.rpy	1321	[what]	EN
beggar_frog_a31dea0d		The chancellor, who continued watching with fascination, is forgotten by the rutting teenagers.	game/tl/English/chapter/beggar_frog.rpy	1327	[what]	EN
beggar_frog_5a1efdb9		All that mattered was the feeling as he penetrated deep into the servant boy, again and again.	game/tl/English/chapter/beggar_frog.rpy	1333	[what]	EN
beggar_frog_5a8dcbb4		He fell into a trance-like rhythm. His balls were now smacking against his young lover as he bottomed out each time.	game/tl/English/chapter/beggar_frog.rpy	1339	[what]	EN
beggar_frog_dacadf9b		Pounding into the boy with only one goal in mind, which he got a little closer to with each thrust:	game/tl/English/chapter/beggar_frog.rpy	1345	[what]	EN
beggar_frog_31fdf2c0		He would like to empty himself into the servant!	game/tl/English/chapter/beggar_frog.rpy	1351	[what]	EN
beggar_frog_4c44002d		His movements quickened and he felt the orgasm building inside him. His balls began to pull up and he knew it wouldn't be long now.	game/tl/English/chapter/beggar_frog.rpy	1357	[what]	EN
beggar_frog_4ce14576	c	Oh God!	game/tl/English/chapter/beggar_frog.rpy	1363	"c oh ""[what]"""	EN
beggar_frog_4ce14576		His cock pulsed again and again, blasting hot seed into the servant boy.	game/tl/English/chapter/beggar_frog.rpy	1365	[what]	EN
beggar_frog_68ebb610		The Chancellor smiled in amusement as Christopher screamed with excitement and his seed continued to spurt into the servant, as his mindblowing orgasm drew to a close.	game/tl/English/chapter/beggar_frog.rpy	1390	[what]	EN
beggar_frog_4ffa50c8	c	Oh, fuck!	game/tl/English/chapter/beggar_frog.rpy	1396	"c pain ""[what]"""	EN
b_throne_room_88911dda	h	That's enough for me.	game/tl/English/chapter/beggar_frog.rpy	1371	"h friendly ""[what]"""	EN
b_throne_room_36998699	c	Did I pass?	game/tl/English/chapter/beggar_frog.rpy	1377	"c suspicious ""[what]"""	SV
b_throne_room_449204d0	h	I'm sure you'll make the prince quite happy!	game/tl/English/chapter/beggar_frog.rpy	1383	"h desire ""[what]"""	EN
b_throne_room_f5e45345	h	One more thing.	game/tl/English/chapter/beggar_frog.rpy	1402	"h tough ""[what]"""	EN
b_throne_room_9bb11dd7		The Chancellor got up and approached Christopher.	game/tl/English/chapter/beggar_frog.rpy	1408	[what]	EN
b_throne_room_e9441f02	h	Do you still have all your teeth?	game/tl/English/chapter/beggar_frog.rpy	1414	"h suspicious ""[what]"""	EN
b_throne_room_00a1a873	c	Yes, my Lord.	game/tl/English/chapter/beggar_frog.rpy	1420	"c neutral ""[what]"""	EN
b_throne_room_4c040ded	h	Very good. Let me see. Open your mouth!	game/tl/English/chapter/beggar_frog.rpy	1426	"h neutral ""[what]"""	EN
b_throne_room_7b0a699c		Again the beggar felt like a piece of meat in the market.	game/tl/English/chapter/beggar_frog.rpy	1432	[what]	EN
b_throne_room_db2d0d72	h	Very good.	game/tl/English/chapter/beggar_frog.rpy	1438	"h smile ""[what]"""	EN
b_throne_room_049572ac		He walked around the beggar and felt his muscles, appraising them.	game/tl/English/chapter/beggar_frog.rpy	1444	[what]	EN
b_throne_room_79ae14f4	h	Now listen carefully.	game/tl/English/chapter/beggar_frog.rpy	1450	"h friendly ""[what]"""	EN
b_throne_room_10b6d04c	h	Tomorrow at noon, the prince will pass the main street as he departs for a diplomatic mission.	game/tl/English/chapter/beggar_frog.rpy	1456	"h neutral ""[what]"""	EN
b_throne_room_d402651d	h	I have reason to believe that someone will make an assassination attempt on our beloved prince.	game/tl/English/chapter/beggar_frog.rpy	1462	"h tough ""[what]"""	EN
b_throne_room_9bee8c36	c	What? Oh no!	game/tl/English/chapter/beggar_frog.rpy	1468	"c oh ""[what]"""	EN
b_throne_room_f429a623	h	I don't know who the traitor is.	game/tl/English/chapter/beggar_frog.rpy	1474	"h sad ""[what]"""	EN
b_throne_room_4d0b8e37	h	Or how many there are in the conspiracy.	game/tl/English/chapter/beggar_frog.rpy	1480	"h ""[what]"""	EN
b_throne_room_89df0736	h	It could be his bodyguards, his confidants among the courtiers.	game/tl/English/chapter/beggar_frog.rpy	1486	"h ""[what]"""	EN
b_throne_room_aadb99ba	h	Everyone at court is a suspect.	game/tl/English/chapter/beggar_frog.rpy	1492	"h tough ""[what]"""	EN
b_throne_room_f666cdee	c	Then you have to cancel the trip!	game/tl/English/chapter/beggar_frog.rpy	1498	"c tough ""[what]"""	EN
b_throne_room_9218388a	h	Unfortunately, this is not possible.	game/tl/English/chapter/beggar_frog.rpy	1504	"h neutral ""[what]"""	EN
b_throne_room_0d786492	h	The prince must make this journey, or there will be war.	game/tl/English/chapter/beggar_frog.rpy	1510	"h tough ""[what]"""	EN
b_throne_room_2ce63ee0	c	War?	game/tl/English/chapter/beggar_frog.rpy	1516	"c fear ""[what]"""	EN
b_throne_room_9117a023	h	Besides, we currently know when and where the attack will take place. This is a tactical advantage.	game/tl/English/chapter/beggar_frog.rpy	1522	"h ""[what]"""	EN
b_throne_room_84ac8507	h	Next time, we won't be so lucky.	game/tl/English/chapter/beggar_frog.rpy	1528	"h neutral ""[what]"""	EN
b_throne_room_db869299	h	Are you willing to risk your life for the prince?	game/tl/English/chapter/beggar_frog.rpy	1534	"h tough ""[what]"""	EN
b_throne_room_342e2a88	c	Yes, my Lord.	game/tl/English/chapter/beggar_frog.rpy	1540	"c tough ""[what]"""	EN
b_throne_room_40221e14	c	I swear by the saints.	game/tl/English/chapter/beggar_frog.rpy	1546	"c ""[what]"""	EN
b_throne_room_2f8a1cee	c	If need be, I will sacrifice my life for the prince.	game/tl/English/chapter/beggar_frog.rpy	1552	"c ""[what]"""	EN
b_throne_room_191e4a3f	h	Very good.	game/tl/English/chapter/beggar_frog.rpy	1558	"h smile ""[what]"""	EN
b_throne_room_1b3be724	c	However, I am no fighter, my lord.	game/tl/English/chapter/beggar_frog.rpy	1564	"c sad ""[what]"""	EN
b_throne_room_a9bc0eed	c	I've never held a sword in my hands in my life.	game/tl/English/chapter/beggar_frog.rpy	1570	"c down ""[what]"""	EN
b_throne_room_1c424025		The chancellor turned to the servant.	game/tl/English/chapter/beggar_frog.rpy	1576	[what]	EN
b_throne_room_3b46b7fc	h	Get the armor!	game/tl/English/chapter/beggar_frog.rpy	1582	"h neutral ""[what]"""	EN
b_throne_room_d9f5bd12	t	Yes, my Lord.	game/tl/English/chapter/beggar_frog.rpy	1588	"t neutral ""[what]"""	EN
b_throne_room_e6c16a4b	h	Wonderful!	game/tl/English/chapter/beggar_frog.rpy	1594	"h happy ""[what]"""	DA
b_throne_room_e786762f	h	You will be the prince's radiant knight and savior in his time of need!	game/tl/English/chapter/beggar_frog.rpy	1600	"h flirt ""[what]"""	EN
b_throne_room_7f34e26d	h	With this magic armor you are invincible.	game/tl/English/chapter/beggar_frog.rpy	1606	"h desire ""[what]"""	EN
b_throne_room_798cac2f	h	But know this:	game/tl/English/chapter/beggar_frog.rpy	1612	"h tough ""[what]"""	EN
b_throne_room_b6b7dbb2	h	Only if you kiss him before midnight will you be able to keep the armor.	game/tl/English/chapter/beggar_frog.rpy	1618	"h ""[what]"""	EN
b_throne_room_cc34d9e2	h	And that kiss has to be consensual and passionate.	game/tl/English/chapter/beggar_frog.rpy	1624	"h ""[what]"""	EN
b_throne_room_5e29e247	c	What happens if we don't kiss?	game/tl/English/chapter/beggar_frog.rpy	1630	"c suspicious ""[what]"""	EN
b_throne_room_4f87b707	h	Then the armor turns back into the rags you were wearing.	game/tl/English/chapter/beggar_frog.rpy	1636	"h ""[what]"""	EN
b_throne_room_9c150e85	c	Does that mean this armor is my rags, just enchanted?	game/tl/English/chapter/beggar_frog.rpy	1642	"c oh ""[what]"""	EN
b_throne_room_046631e4	h	Exactly. The kiss will seal the enchantment, permanently.	game/tl/English/chapter/beggar_frog.rpy	1648	"h friendly ""[what]"""	EN
b_throne_room_25e665ff	c	So then without the kiss, the prince would know I'm just a poor beggar?	game/tl/English/chapter/beggar_frog.rpy	1654	"c sad ""[what]"""	EN
b_throne_room_49375d99	h	Don't worry.	game/tl/English/chapter/beggar_frog.rpy	1660	"h evil ""[what]"""	EN
b_throne_room_2264c103	h	You will be his shining knight, the hero who saved his life.	game/tl/English/chapter/beggar_frog.rpy	1666	"h ""[what]"""	EN
b_throne_room_3498c27e	h	Of course he will want to kiss you.	game/tl/English/chapter/beggar_frog.rpy	1672	"h ""[what]"""	EN
b_throne_room_0cb5110c	h	I have to go back to the castle.	game/tl/English/chapter/beggar_frog.rpy	1678	"h friendly ""[what]"""	EN
b_throne_room_19b36fc4	h	Timothy?	game/tl/English/chapter/beggar_frog.rpy	1684	"h tough ""[what]"""	EN
b_throne_room_6d54df03	t	Yes, my Lord?	game/tl/English/chapter/beggar_frog.rpy	1690	"t sad ""[what]"""	EN
b_throne_room_e956058d	h	Prepare a sumptuous meal for our newly minted knight, one worthy of his new status.	game/tl/English/chapter/beggar_frog.rpy	1696	"h ""[what]"""	EN
b_throne_room_4106d592	t	Yes, my Lord.	game/tl/English/chapter/beggar_frog.rpy	1702	"t neutral ""[what]"""	EN
b_throne_room_49993947	c	I don't know how I can ever thank you.	game/tl/English/chapter/beggar_frog.rpy	1708	"c sad ""[what]"""	EN
b_throne_room_343fbfbe	h	Just remember your oath.	game/tl/English/chapter/beggar_frog.rpy	1714	"h ""[what]"""	EN
b_throne_room_f823feb8	h	Save the prince.	game/tl/English/chapter/beggar_frog.rpy	1720	"h flirt ""[what]"""	EN
b_throne_room_df3487a0	c	With my life!	game/tl/English/chapter/beggar_frog.rpy	1726	"c tough ""[what]"""	EN
beggar_heavenpoint_fd3e3979	b	Hey Marvin, you can enter Chris' dreams, right?	game/tl/English/chapter/beggar_intro.rpy	7	"b flirt ""[what]"""	EN
beggar_heavenpoint_4df627b1	m	Yes, of course I can. Why do you ask?	game/tl/English/chapter/beggar_intro.rpy	13	"m suspicious ""[what]"""	EN
beggar_heavenpoint_cfa570dc	b	Can you take me with you? Into his dream.	game/tl/English/chapter/beggar_intro.rpy	19	"b friendly ""[what]"""	EN
beggar_heavenpoint_ad0d2956	m	Yes, I can. Answer me this: Why should I?	game/tl/English/chapter/beggar_intro.rpy	25	"m ""[what]"""	EN
beggar_heavenpoint_41507380	b	I want to see what he dreams of.	game/tl/English/chapter/beggar_intro.rpy	31	"b happy ""[what]"""	EN
beggar_heavenpoint_0e3b913d	m	I don't see that it is any of your business.	game/tl/English/chapter/beggar_intro.rpy	37	"m angry ""[what]"""	EN
beggar_heavenpoint_95cd41b9	b	Oh, c'mon. It'll be fun!	game/tl/English/chapter/beggar_intro.rpy	43	"b flirt ""[what]"""	EN
beggar_heavenpoint_7ca18ac4	m	Okay, but don't you dare turn this into a nightmare.	game/tl/English/chapter/beggar_intro.rpy	49	"m suspicious ""[what]"""	EN
beggar_heavenpoint_4a263f6b	b	You have my word of honor!	game/tl/English/chapter/beggar_intro.rpy	55	"b friendly ""[what]"""	EN
beggar_incubuspoint_70a41946		This time you are not alone with Chris in Hell.	game/tl/English/chapter/beggar_intro.rpy	80	[what]	EN
beggar_incubuspoint_89bf8741		Marvin is also present.	game/tl/English/chapter/beggar_intro.rpy	86	[what]	EN
beggar_incubuspoint_5da91ac5		But he is ... different.	game/tl/English/chapter/beggar_intro.rpy	92	[what]	EN
beggar_incubuspoint_96eb315a		There's not much left of the slightly awkward Marvin you met.	game/tl/English/chapter/beggar_intro.rpy	98	[what]	EN
beggar_incubuspoint_6d6417fc		Instead, you encounter a force of nature.	game/tl/English/chapter/beggar_intro.rpy	104	[what]	EN
beggar_incubuspoint_0ba9b376	md	How dare you?	game/tl/English/chapter/beggar_intro.rpy	479	"md angry ""[what]"""	EN
beggar_incubuspoint_4da37601		His voice thunders through the underworld.	game/tl/English/chapter/beggar_intro.rpy	116	[what]	EN
beggar_incubuspoint_51885163		It's without a doubt Marvin, but he has the air of a Prince of Hell.	game/tl/English/chapter/beggar_intro.rpy	122	[what]	EN
beggar_incubuspoint_00cf7574	md	You won't lay hands on Chris!	game/tl/English/chapter/beggar_intro.rpy	485	"md ""[what]"""	EN
beggar_incubuspoint_dc460cc8		You have no doubt that Marvin would open the gates of hell and start a war between heaven and hell, just to protect Chris.	game/tl/English/chapter/beggar_intro.rpy	134	[what]	EN
beggar_incubuspoint_be650d5b		He has a burning sword in his hand.	game/tl/English/chapter/beggar_intro.rpy	140	[what]	EN
beggar_incubuspoint_814115ab	b	Wow! Careful with that!	game/tl/English/chapter/beggar_intro.rpy	146	"b oh ""[what]"""	EN
beggar_incubuspoint_8249bcfa		A question pops into your head that you have never asked yourself before.	game/tl/English/chapter/beggar_intro.rpy	152	[what]	EN
beggar_incubuspoint_e7b3913d		Can angels actually die?	game/tl/English/chapter/beggar_intro.rpy	158	[what]	EN
beggar_incubuspoint_e71fa7b2		But instead of attacking you, he swings at Chris.	game/tl/English/chapter/beggar_intro.rpy	164	[what]	EN
beggar_incubuspoint_9dc6b180	c	No! Please do not!	game/tl/English/chapter/beggar_intro.rpy	170	"c terror ""[what]"""	EN
beggar_incubuspoint_2ee43e4f		Would Marvin kill Chris before allowing you to steal his dream?	game/tl/English/chapter/beggar_intro.rpy	176	[what]	EN
beggar_incubuspoint_0e5876c2		Another interesting question:	game/tl/English/chapter/beggar_intro.rpy	182	[what]	EN
beggar_incubuspoint_83d07521		What happens to a mortal when he dies in hell while he's really only dreaming?	game/tl/English/chapter/beggar_intro.rpy	188	[what]	EN
beggar_incubuspoint_265218b6		The sword falls.	game/tl/English/chapter/beggar_intro.rpy	194	[what]	EN
beggar_incubuspoint_78db0215		But instead of impaling Chris, it breaks one of the magical bonds.	game/tl/English/chapter/beggar_intro.rpy	200	[what]	EN
beggar_incubuspoint_30aa2d6f		A loud explosion is heard and you think you hear all the souls in Hell screaming.	game/tl/English/chapter/beggar_intro.rpy	206	[what]	EN
beggar_incubuspoint_d80736ea	b	What happened?	game/tl/English/chapter/beggar_intro.rpy	212	"b suspicious ""[what]"""	EN
beggar_incubuspoint_79ca7413	m	I... I don't know.	game/tl/English/chapter/beggar_intro.rpy	218	"m neutral ""[what]"""	EN
beggar_incubuspoint_2e27b806	m	Where are we here?	game/tl/English/chapter/beggar_intro.rpy	224	"m ""[what]"""	EN
beggar_incubuspoint_fdc97a8a	b	In Chris' dream I guess.	game/tl/English/chapter/beggar_intro.rpy	230	"b neutral ""[what]"""	EN
beggar_incubuspoint_0eedc538	m	For real? How do we get in here?	game/tl/English/chapter/beggar_intro.rpy	236	"m friendly ""[what]"""	EN
beggar_incubuspoint_7e96c0a8	m	And above all: How did you get in here?	game/tl/English/chapter/beggar_intro.rpy	242	"m suspicious ""[what]"""	EN
beggar_incubuspoint_20ffed0f	b	Don't you remember?	game/tl/English/chapter/beggar_intro.rpy	248	"b suspicious ""[what]"""	EN
beggar_incubuspoint_b651cfdc	m	What should I remember?	game/tl/English/chapter/beggar_intro.rpy	254	"m ""[what]"""	EN
beggar_incubuspoint_3432d37f	b	Well, what just happened in hell.	game/tl/English/chapter/beggar_intro.rpy	260	"b ""[what]"""	EN
beggar_incubuspoint_1d41f66c	m	I avoid going to hell.	game/tl/English/chapter/beggar_intro.rpy	266	"m tough ""[what]"""	EN
beggar_incubuspoint_9f442190	m	I'm always afraid that I won't find my way back.	game/tl/English/chapter/beggar_intro.rpy	272	"m sad ""[what]"""	EN
beggar_incubuspoint_35c72e30	b	But last time you took us to hell to meet the archangel.	game/tl/English/chapter/beggar_intro.rpy	278	"b ""[what]"""	EN
beggar_incubuspoint_60611f29	m	I also avoid going to heaven.	game/tl/English/chapter/beggar_intro.rpy	284	"m tough ""[what]"""	EN
beggar_incubuspoint_3e5dba2f	m	I don't want to get stuck there either.	game/tl/English/chapter/beggar_intro.rpy	290	"m ""[what]"""	EN
beggar_incubuspoint_4e23f4d1	m	If in doubt, then rather hell!	game/tl/English/chapter/beggar_intro.rpy	296	"m happy ""[what]"""	EN
beggar_incubuspoint_d643e145	b	Really?	game/tl/English/chapter/beggar_intro.rpy	302	"b oh ""[what]"""	EN
beggar_incubuspoint_c1cff258	m	Now don't avoid the question! How do we get into Chris' dream?	game/tl/English/chapter/beggar_intro.rpy	308	"m angry ""[what]"""	EN
beggar_incubuspoint_b5fd5630	b	So you have no idea what just happened?	game/tl/English/chapter/beggar_intro.rpy	314	"b suspicious ""[what]"""	EN
beggar_incubuspoint_8136f455	m	What just happened?	game/tl/English/chapter/beggar_intro.rpy	320	"m ""[what]"""	EN
beggar_incubuspoint_58ace72f	b	I tried to invade Chris' dream.	game/tl/English/chapter/beggar_intro.rpy	326	"b neutral ""[what]"""	EN
beggar_incubuspoint_48759524	m	You did ...what?	game/tl/English/chapter/beggar_intro.rpy	332	"m angry ""[what]"""	EN
beggar_incubuspoint_707637d2	m	You wanted to abuse Chris' dream?	game/tl/English/chapter/beggar_intro.rpy	338	"m ""[what]"""	EN
beggar_incubuspoint_25ebd1ff	m	Rob him and leave him with a nightmare?	game/tl/English/chapter/beggar_intro.rpy	344	"m ""[what]"""	EN
beggar_incubuspoint_07efc926	b	Well, sort of.	game/tl/English/chapter/beggar_intro.rpy	350	"b sad ""[what]"""	EN
beggar_incubuspoint_11714b2f	m	How can you?	game/tl/English/chapter/beggar_intro.rpy	356	"m ""[what]"""	EN
beggar_incubuspoint_da700366	b	But you were there too.	game/tl/English/chapter/beggar_intro.rpy	362	"b tough ""[what]"""	EN
beggar_incubuspoint_e4887a1f	b	You broke his chains with a flaming sword.	game/tl/English/chapter/beggar_intro.rpy	368	"b neutral ""[what]"""	EN
beggar_incubuspoint_40e8ad0a	m	Don't talk nonsense!	game/tl/English/chapter/beggar_intro.rpy	374	"m happy ""[what]"""	EN
beggar_incubuspoint_055e4b4d	m	Where should I have gotten a burning sword?	game/tl/English/chapter/beggar_intro.rpy	380	"m ""[what]"""	EN
beggar_incubuspoint_e912f528	b	No idea.	game/tl/English/chapter/beggar_intro.rpy	386	"b tough ""[what]"""	ES
beggar_incubuspoint_8b67e383	m	Also, you can't destroy the chains.	game/tl/English/chapter/beggar_intro.rpy	392	"m ""[what]"""	EN
beggar_incubuspoint_1e0dbad3		Marvin sniffs the air.	game/tl/English/chapter/beggar_intro.rpy	398	[what]	EN
beggar_incubuspoint_31aadca6	m	Luckily it's not a nightmare.	game/tl/English/chapter/beggar_intro.rpy	404	"m happy ""[what]"""	EN
beggar_incubuspoint_8b429366	m	It is better like that!	game/tl/English/chapter/beggar_intro.rpy	410	"m tough ""[what]"""	EN
beggar_incubuspoint_c6ab233d	m	If you gave Chris a nightmare, I would have ripped your head off!	game/tl/English/chapter/beggar_intro.rpy	416	"m ""[what]"""	EN
beggar_incubuspoint_b201c53f	b	For a moment I wasn't sure if you didn't want to cut it off with your sword.	game/tl/English/chapter/beggar_intro.rpy	422	"b fear ""[what]"""	EN
beggar_incubuspoint_ae6a3c30	m	Are you sure that you are not dreaming?	game/tl/English/chapter/beggar_intro.rpy	428	"m happy ""[what]"""	EN
beggar_incubuspoint_7b08bef9	b	To be honest, I'm not exactly sure what happened either.	game/tl/English/chapter/beggar_intro.rpy	434	"b suspicious ""[what]"""	EN
beggar_incubuspoint_eeb0c786	m	Anyway, somehow we ended up in Chris' dream together.	game/tl/English/chapter/beggar_intro.rpy	440	"m friendly ""[what]"""	EN
beggar_incubuspoint_5849d34e	b	You invited me to come into Chris' dream.	game/tl/English/chapter/beggar_intro.rpy	446	"b friendly ""[what]"""	EN
beggar_incubuspoint_be1457a8	m	Really?	game/tl/English/chapter/beggar_intro.rpy	452	"m suspicious ""[what]"""	EN
beggar_incubuspoint_d927abfe	m	Funny that I can't even remember it.	game/tl/English/chapter/beggar_intro.rpy	458	"m ""[what]"""	EN
beggar_throne_92d63fbe		The chancellor found the prince in the throne room.	game/tl/English/chapter/beggar_throne.rpy	226	[what]	EN
beggar_throne_05003b90		The prince looked tired and exhausted.	game/tl/English/chapter/beggar_throne.rpy	232	[what]	EN
beggar_throne_225841a2		As long as the king was ill, the prince had to serve as Regent and do his best to rule the kingdom.	game/tl/English/chapter/beggar_throne.rpy	238	[what]	EN
beggar_throne_55165863		He spent the whole day with advisors and petitioners. The many problems of the kingdom are starting to weigh upon his young shoulders.	game/tl/English/chapter/beggar_throne.rpy	25	[what]	EN
beggar_throne_95283f1c		The Chancellor bowed deeply.	game/tl/English/chapter/beggar_throne.rpy	244	[what]	EN
beggar_throne_5785c2df	h	Your Highness, please forgive my bold demeanor.	game/tl/English/chapter/beggar_throne.rpy	37	"h neutral ""[what]"""	EN
beggar_throne_f0c1c13a	h	I must speak to you on an urgent matter of state.	game/tl/English/chapter/beggar_throne.rpy	43	"h ""[what]"""	EN
beggar_throne_68f956c0	j	What news do you bring me, Chancellor?	game/tl/English/chapter/beggar_throne.rpy	49	"j suspicious ""[what]"""	EN
beggar_throne_ade316b2	h	His Royal Highness was due to leave tomorrow for a trip to our allies in the north.	game/tl/English/chapter/beggar_throne.rpy	55	"h sad ""[what]"""	EN
beggar_throne_6092961a	h	But in his current state of health...	game/tl/English/chapter/beggar_throne.rpy	61	"h ""[what]"""	EN
beggar_throne_3d77737b	h	The north is awfully cold.	game/tl/English/chapter/beggar_throne.rpy	67	"h ""[what]"""	EN
beggar_throne_9dd53e7e	h	Such an arduous journey would certainly not be good for his already precarious health.	game/tl/English/chapter/beggar_throne.rpy	73	"h ""[what]"""	EN
beggar_throne_bac0c238	j	Then we will have to send a messenger to explain the circumstances.	game/tl/English/chapter/beggar_throne.rpy	79	"j neutral ""[what]"""	EN
beggar_throne_db83fbc1	h	You could send a messenger, if you wish. Have you considered the implications, your Highness?	game/tl/English/chapter/beggar_throne.rpy	85	"h neutral ""[what]"""	EN
beggar_throne_68b3725b	j	Do you have a better idea, Chancellor?	game/tl/English/chapter/beggar_throne.rpy	91	"j suspicious ""[what]"""	EN
beggar_throne_98c9ea6e	h	As you know, relations with the North are currently very fragile. Cancelling the royal visit will be viewed as an insult.	game/tl/English/chapter/beggar_throne.rpy	97	"h neutral ""[what]"""	EN
beggar_throne_271379fe	h	We shouldn't do anything to anger them any further. There are those who would seize this chance to slander the crown, whispering poison in the ears of our allies.	game/tl/English/chapter/beggar_throne.rpy	103	"h sad ""[what]"""	EN
beggar_throne_01f29bef	h	Sending a mere messenger could send the wrong signal, especially since the message would be that we've cancelled a diplomatic visit. The implication would be that we do not value them as allies.	game/tl/English/chapter/beggar_throne.rpy	109	"h ""[what]"""	EN
beggar_throne_438f0c59	h	I'm afraid the Crown's presence here is imperative. There are some things a monarch must handle personally. Diplomacy is top of that list.	game/tl/English/chapter/beggar_throne.rpy	115	"h ""[what]"""	EN
beggar_throne_ab520ef1	h	If the king cannot travel...	game/tl/English/chapter/beggar_throne.rpy	121	"h ""[what]"""	EN
beggar_throne_8d4f64b7	j	I see that I will have to take this burden upon myself. It is highly inconvenient, though I suppose there is little choice.	game/tl/English/chapter/beggar_throne.rpy	127	"j tough ""[what]"""	EN
beggar_throne_6e93b2cd	j	As crown prince I think I would prefer to make the journey myself. We cannot risk leaving it in the hands of a messenger or ambassador.	game/tl/English/chapter/beggar_throne.rpy	133	"j neutral ""[what]"""	EN
beggar_throne_e67d0332	j	You are right, as usual, Chancellor.	game/tl/English/chapter/beggar_throne.rpy	139	"j neutral ""[what]"""	EN
beggar_throne_6afeed4a	j	Sending a mere messenger could send the wrong signal, especially since the message would be that we've cancelled a diplomatic visit. The implication would be that we do not value them as allies.	game/tl/English/chapter/beggar_throne.rpy	145	"j ""[what]"""	EN
beggar_throne_8cc52f82	h	You are so wise, my prince.	game/tl/English/chapter/beggar_throne.rpy	151	"h friendly ""[what]"""	EN
beggar_throne_0594ce29	j	You will go instead.	game/tl/English/chapter/beggar_throne.rpy	157	"j tough ""[what]"""	EN
beggar_throne_ccc36915	h	Me?	game/tl/English/chapter/beggar_throne.rpy	163	"h oh ""[what]"""	EN
beggar_throne_3db8737a		The chancellor looked shocked, but quickly recovered.	game/tl/English/chapter/beggar_throne.rpy	250	[what]	EN
beggar_throne_cfeca256	h	You do me tremendous honor. I would love nothing more than to represent the kingdom on your behalf.	game/tl/English/chapter/beggar_throne.rpy	175	"h sad ""[what]"""	EN
beggar_throne_79bedd94	h	However, keep in mind that we are on the verge of war.	game/tl/English/chapter/beggar_throne.rpy	181	"h ""[what]"""	EN
beggar_throne_9b2d175e	h	As much as I am flattered by the confidence you have in me, I fear that the Crown's presence is absolutely vital in this diplomatic crisis.	game/tl/English/chapter/beggar_throne.rpy	187	"h flirt ""[what]"""	EN
beggar_throne_6d69c11f		The prince sighs heavily.	game/tl/English/chapter/beggar_throne.rpy	193	[what]	EN
